student_id,response,right_answer,seed_id,grade,question
116,"ans1: x^2+y^2=1  ans2: ""Point""  ans3: ""Circle""  ansa: 1  ansb: 0.5","ans1: y^2+x^2 = 1  ans2: ""Point""  ans3: ""Circle""  ansa: 1  ansb: 0",988369858,0.8,Q. 1
116,"ans1: y=-2*x^2-5*x-3  ans2: ""Point""  ans3: ""Parabola""  ans4: oo(-1,1)  ansa: -2  ansb: -5  ansc: -3","ans1: y = -x^2-5*x-3  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-2,2)  ansa: -1  ansb: -5  ansc: -3",439149363,0.4,Q. 2
116,"ans1: 2*t/(3*t^2-6*t-4)  ans2: (t=0, t=-1, t=4)  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -2/13  ans9: y=-2*x/13+1  ans5: oo(0,1)  ans8: 2/5  ans10: y=2*x/5+16  ans6: oo(0,16)","ans1: (2*t)/(3*t^2-6*t-4)  ans2: [t = 4,t = -1,t = 0]  ans_test: false  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -(2/5)  ans9: y = 1-(2*x)/5  ans5: oo(0,1)  ans8: 2/5  ans10: y = (2*x)/5+16  ans6: oo(0,16)",779183848,0.57,Q. 5
116,"ans1: 2*t/(5*t^4+4*t^3-8*t^2)  ans2: (t=0, t=-2, t=1)  ans_test: false  ans_yn1: true ; ans3: 0  ans4: oo(0,0)  ans7: -1/4  ans9: y=-x/4+4  ans5: oo(0,4)  ans8: 2  ans10: y=2*x+1  ans6: oo(0,1)","ans1: (2*t)/(5*t^4+4*t^3-6*t^2)  ans2: [t = 1,t = -2,t = 0]  ans_test: true  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -(1/6)  ans9: y = 4-x/6  ans5: oo(0,4)  ans8: 2/3  ans10: y = (2*x)/3+1  ans6: oo(0,1)",274097765,0.29,Q. 6
117,"ans1: x^2+y^2=4  ans2: ""Point""  ans3: ""Circle""  ansa: 1  ansb: -0.5","ans1: y^2+x^2 = 4  ans2: ""Point""  ans3: ""Circle""  ansa: 2  ansb: 0",920633837,0.6,Q. 1
117,"ans1: y=-2*x^2-2*x  ans2: ""Point""  ans3: ""Parabola""","ans1: y = -(2*x^2)-2*x+5  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-4,4)  ansa: -2  ansb: -2  ansc: 5",207910715,0.4,Q. 2
117,ans1: t/4  ans2: 5*t^2  ans3: 0  ans4: 4*sin(theta)^3,ans1: -(t/4)  ans2: 5*t^2  ans3: 0  ans4: 4*sin(theta)^4,410482859,0.5,Q. 3
117,ans1: y=(10/3)*x-2/3,ans1: y = (10*x)/3-22/3,67918280,0.0,Q. 4
117,ans1: (2*t)/(5*t^4-12*t^2)  ans_test: false,"ans1: (2*t)/(5*t^4-12*t^2)  ans2: [t = -2,t = 2,t = 0]  ans_test: false  ans_yn1: true  ans3: 2  ans4: oo(0,0)  ans7: -(1/8)  ans9: y = 4-x/8  ans5: oo(0,4)  ans8: 1/8  ans10: y = x/8+4  ans6: oo(0,4)",333889929,0.29,Q. 5
117,ans1: (2*t)/(3*t^2-2*t-6)  ans_test: false,"ans1: (2*t)/(3*t^2-2*t-6)  ans2: [t = 3,t = -2,t = 0]  ans_test: false  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -(2/5)  ans9: y = 4-(2*x)/5  ans5: oo(0,4)  ans8: 2/5  ans10: y = (2*x)/5+9  ans6: oo(0,9)",120564849,0.29,Q. 6
118,"ans1: x^2+y^2=9  ans2: ""Point""  ans3: ""Circle""  ansa: 3  ansb: 0.5","ans1: y^2+x^2 = 9  ans2: ""Point""  ans3: ""Circle""  ansa: 3  ansb: 0",2128734667,0.8,Q. 1
118,"ans1: y=3*x^2-4*x-2  ans2: ""Point""  ans3: ""Parabola""  ans4: (-4,4)  ansa: 2.5  ansb: 0.5  ansc: 3","ans1: y = -(3*x^2)-4*x-2  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-2,2)  ansa: -3  ansb: -4  ansc: -2",1207246767,0.4,Q. 2
118,ans1: -t/5  ans2: 2*t^2  ans3: 0  ans4: cos(theta)*sin(theta),ans1: t/5  ans2: 2*t^2  ans3: cos(theta)^2  ans4: 0,996894582,0.25,Q. 3
118,"ans1: (2*t)/(5*t^4-27*t^2)  ans2: [t=0,t=-3,t=3]  ans_test: true  ans_yn1: true ; ans3: 2  ans4: (0,0)  ans7: -1/27  ans9: y=1-x/27  ans5: oo(0,1)  ans8: 1/27  ans10: y=1/27*x+9  ans6: oo(0,9)","ans1: (2*t)/(5*t^4-27*t^2)  ans2: [t = -3,t = 3,t = 0]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -(1/27)  ans9: y = 9-x/27  ans5: oo(0,9)  ans8: 1/27  ans10: y = x/27+9  ans6: oo(0,9)",94237752,0.29,Q. 5
118,"ans1: (2*t)/(3*t^2-2*t-2)  ans2: [t=0,t=-1,t=2]  ans_test: false  ans_yn1: true ; ans3: 2  ans4: (0,0)  ans7: -2/3  ans9: y=4-2/3*x  ans5: oo(0,4)  ans8: 2/3  ans10: y=2/3*x+4  ans6: (0,4)","ans1: (2*t)/(3*t^2-2*t-2)  ans2: [t = 2,t = -1,t = 0]  ans_test: true  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -(2/3)  ans9: y = 1-(2*x)/3  ans5: oo(0,1)  ans8: 2/3  ans10: y = (2*x)/3+4  ans6: oo(0,4)",11050265,0.29,Q. 6
119,"ans1: x^2+y^2=16  ans2: ""Point""  ans3: ""Circle""  ansa: 4  ansb: 0.5","ans1: y^2+x^2 = 16  ans2: ""Point""  ans3: ""Circle""  ansa: 4  ansb: 0",668729233,0.8,Q. 1
119,"ans1: y=4*x^2-3*x-2  ans2: ""Point""  ans3: ""Parabola""  ans4: [-1,1]","ans1: y = 4*x^2-3*x-2  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-3,3)  ansa: 4  ansb: -3  ansc: -2",617707661,0.6,Q. 2
119,ans1: -(t/4)  ans2: 2*t^2  ans3: 0  ans4: 3*sin(theta)^3,ans1: -(t/4)  ans2: t^2  ans3: 0  ans4: 3*sin(theta)^3,595221535,0.75,Q. 3
119,"ans1: 2*t/(5*t^4-4*t^3-18*t^2)  ans2: (t=3,t= -2,t=0)  ans_test: true  ans_yn1: true ; ans3: 2  ans4: oo(0,0)  ans7: -(1/10)  ans9: y=-(1/10)*x+1  ans5: oo(0,1)  ans8: 2/45  ans10: y=2/45*x+9  ans6: oo(0,9)","ans1: (2*t)/(5*t^4-4*t^3-18*t^2)  ans2: [t = 3,t = -2,t = 0]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -(1/10)  ans9: y = 4-x/10  ans5: oo(0,4)  ans8: 2/45  ans10: y = (2*x)/45+9  ans6: oo(0,9)",1754056713,0.43,Q. 5
119,"ans1: 2*t/(4*t^3-2*t)  ans2: (t=1,t=-1,t=0)  ans_test: true  ans_yn1: true ; ans3: 2  ans4: oo(0,0)  ans7: 1  ans9: y=x+4  ans5: oo(0,4)  ans8: 1  ans10: x+1  ans6: oo(0,1)","ans1: (2*t)/(4*t^3-2*t)  ans2: [t = -1,t = 1,t = 0]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: 1  ans9: y = x+1  ans5: oo(0,1)  ans8: 1  ans10: y = x+1  ans6: oo(0,1)",1285082656,0.43,Q. 6
120,"ans1: x^2+y^2=16  ans2: ""Point""  ans3: ""Circle""  ansa: 4  ansb: 0.5","ans1: y^2+x^2 = 16  ans2: ""Point""  ans3: ""Circle""  ansa: 4  ansb: 0",668729233,0.8,Q. 1
120,"ans1: y=6*x^2+2*x+2  ans2: ""Point""  ans3: ""Parabola""  ans4: (-3,3)","ans1: y = 2*x^2+2*x+2  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-3,3)  ansa: 2  ansb: 2  ansc: 2",55677548,0.4,Q. 2
120,ans1: -t/7  ans2: 3*t^2  ans3: 0  ans4: 7*sin(2*theta)^4,ans1: -(t/7)  ans2: 3*t^2  ans3: 0  ans4: 7*sin(theta)^4,1454010743,0.75,Q. 3
120,"ans1: (2*t)/(3*t^2-16)  ans2: {t=-4,t=0,t=4}  ans_test: false  ans_yn1: true ; ans3: true  ans4: (0,0)  ans7: -1/4  ans9: y=-1/4*x+16  ans5: (0,16)  ans8: 1/4  ans10: y=1/4*x+16  ans6: (0,16)","ans1: (2*t)/(3*t^2-16)  ans2: [t = -4,t = 4,t = 0]  ans_test: false  ans_yn1: true  ans3: 2  ans4: oo(0,0)  ans7: -(1/4)  ans9: y = 16-x/4  ans5: oo(0,16)  ans8: 1/4  ans10: y = x/4+16  ans6: oo(0,16)",798190094,0.57,Q. 5
120,"ans1: (2*t)/(4*t^3-8*t)  ans2: {t=-2,t=0,t=2}  ans_test: false  ans_yn1: true ; ans3: true  ans4: (0,0)  ans7: 1/4  ans9: y=1/4*x+4  ans5: (0,4)  ans8: 1/4  ans10: y=1/4*x+4  ans6: (0,4)","ans1: (2*t)/(4*t^3-8*t)  ans2: [t = -2,t = 2,t = 0]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: 1/4  ans9: y = x/4+4  ans5: oo(0,4)  ans8: 1/4  ans10: y = x/4+4  ans6: oo(0,4)",316266724,0.57,Q. 6
121,"ans1: 4-2*x  ans2: ""Line""  ans3: ""Parabola""  ans4: oo(-2,2)  ansa: 0.5  ansb: 0.5  ansc: -5","ans1: y = 4-2*x  ans2: ""Point""  ans3: ""Line""  ans4: cc(-1,1)  ansa: 0  ansb: -2  ansc: 4",1186366915,0.0,Q. 2
121,"ans1: (2*t)/(3*t^2-6*t-4)  ans2: [t=4,t=-1,t=0]  ans_test: false  ans_yn1: true ; ans3: 0  ans4: oo(0,0)  ans7: -(2/5)  ans9: y=1-(2*x)/5  ans5: oo(0,1)  ans8: 2/5  ans10: y=(2*x)/5+16  ans6: oo(0,16)","ans1: (2*t)/(3*t^2-6*t-4)  ans2: [t = 4,t = -1,t = 0]  ans_test: false  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -(2/5)  ans9: y = 1-(2*x)/5  ans5: oo(0,1)  ans8: 2/5  ans10: y = (2*x)/5+16  ans6: oo(0,16)",779183848,0.86,Q. 5
121,"ans1: (2*t)/(5*t^4-27*t^2)  ans2: [t=3,t=-3,t=0]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -(1/27)  ans9: y=9-x/27  ans5: oo(0,9)  ans8: 1/27  ans10: y=x/27+9  ans6: oo(0,9)","ans1: (2*t)/(5*t^4-27*t^2)  ans2: [t = -3,t = 3,t = 0]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -(1/27)  ans9: y = 9-x/27  ans5: oo(0,9)  ans8: 1/27  ans10: y = x/27+9  ans6: oo(0,9)",1047607242,0.86,Q. 6
122,"ans1: x^2+y^2=4  ans2: ""Point""  ans3: ""Circle""  ansa: 2  ansb: 3","ans1: y^2+x^2 = 4  ans2: ""Point""  ans3: ""Circle""  ansa: 2  ansb: 0",1360725588,0.8,Q. 1
122,"ans1: y=2/7*x+25  ans2: ""Point""  ans3: ""Parabola""  ans4: p  ansa: -2  ansb: -0.5  ansc: -1","ans1: y = 5*x^2-3*x+1  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-3,3)  ansa: 5  ansb: -3  ansc: 1",635614780,0.4,Q. 2
122,ans1: t/5  ans2: 5*t^2  ans3: 78  ans4: 60,ans1: t/5  ans2: 3*t^2  ans3: cos(theta)^2  ans4: 0,1477329485,0.25,Q. 3
122,"ans1: 2/5*t^3-48*t  ans2: [t=0,t=4,t=-4]  ans_test: false  ans_yn1: true  ans3: 3  ans4: oo(0,0)  ans7: -1/64  ans9: y=1/64*x+16  ans5: oo(0,16)  ans8: 1/64  ans10: y=1/64*x+16  ans6: oo(0,16)","ans1: (2*t)/(5*t^4-48*t^2)  ans2: [t = -4,t = 4,t = 0]  ans_test: true  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -(1/64)  ans9: y = 16-x/64  ans5: oo(0,16)  ans8: 1/64  ans10: y = x/64+16  ans6: oo(0,16)",1984591608,0.29,Q. 5
122,"ans1: 2/5*t^3+4*t^2-6*t  ans2: [t=0,t=1,t=-2]  ans_test: false  ans_yn1: true ; ans3: 3  ans4: oo(0,0)  ans7: -1/6  ans9: y=-1/6*x+1  ans5: oo(-12,-4)  ans8: 1/4  ans10: y=1/4*x+1  ans6: y=1/4*x+1","ans1: (2*t)/(5*t^4+4*t^3-6*t^2)  ans2: [t = 1,t = -2,t = 0]  ans_test: false  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -(1/6)  ans9: y = 4-x/6  ans5: oo(0,4)  ans8: 2/3  ans10: y = (2*x)/3+1  ans6: oo(0,1)",1610636500,0.29,Q. 6
123,"ans1: x^2+y^2=16  ans2: ""Point""  ans3: ""Circle""  ansa: 4  ansb: -0.5","ans1: y^2+x^2 = 16  ans2: ""Point""  ans3: ""Circle""  ansa: 4  ansb: 0",492377647,0.8,Q. 1
123,"ans1: y=4*x^2-5*x+3  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-4,4)  ansa: 4  ansb: -5  ansc: 3","ans1: y = 4*x^2-5*x+3  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-1,1)  ansa: 4  ansb: -5  ansc: 3",1891403965,0.8,Q. 2
123,ans1: t  ans2: 3*t^2  ans3: 2*cos(theta)^3  ans4: 0,ans1: -t  ans2: 3*t^2  ans3: 2*cos(theta)^3  ans4: 0,1048191628,0.75,Q. 3
123,"ans1: 2*t/(3*t^2-6*t-4)  ans2: [t=-4,t=1,t=0]  ans_test: true  ans_yn1: true  ans3: 2  ans4: oo(0,0)  ans7: -(2/5)  ans9: y=-(2*x/5)+4  ans5: oo(0,4)  ans8: 2/5  ans10: y=2*x/5+16  ans6: oo(0,16)","ans1: (2*t)/(3*t^2-6*t-4)  ans2: [t = 4,t = -1,t = 0]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -(2/5)  ans9: y = 1-(2*x)/5  ans5: oo(0,1)  ans8: 2/5  ans10: y = (2*x)/5+16  ans6: oo(0,16)",636043016,0.43,Q. 5
123,"ans1: 2*t/(5*t^4-27*t^2)  ans2: [t=3,t=-3,t=0]  ans_test: true  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -(27/1)  ans9: y=-(27*x/1)+1  ans5: oo(0,1)  ans8: 27  ans10: y=27*x-141  ans6: oo(0,9)","ans1: (2*t)/(5*t^4-27*t^2)  ans2: [t = -3,t = 3,t = 0]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -(1/27)  ans9: y = 9-x/27  ans5: oo(0,9)  ans8: 1/27  ans10: y = x/27+9  ans6: oo(0,9)",1047607242,0.29,Q. 6
124,"ans1: x^2+y^2=1  ans2: ""Point""  ans3: ""Circle""  ansa: 1  ansb: 0.5","ans1: y^2+x^2 = 1  ans2: ""Point""  ans3: ""Circle""  ansa: 1  ansb: 0",1326210311,0.8,Q. 1
124,"ans1: y=-(5*x^2)+4*x+1  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-4,4)  ansa: -5  ansb: 4  ansc: 1","ans1: y = -(5*x^2)+4*x+1  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-2,2)  ansa: -5  ansb: 4  ansc: 1",1291015759,0.8,Q. 2
124,ans1: y=-(3*x^2)-(15*x)+1,ans1: y = 15*x+76,564353559,0.0,Q. 4
124,"ans1: 2*t/(3*t^2-4*t-3)  ans2: [t=3,t=-1,t=0]  ans_test: true  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -1/2  ans9: y=-(1/2*x)+9  ans5: oo(0,9)  ans8: 1/2  ans10: y=1/2*x+9  ans6: oo(0,9)","ans1: (2*t)/(3*t^2-4*t-3)  ans2: [t = 3,t = -1,t = 0]  ans_test: false  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -(1/2)  ans9: y = 1-x/2  ans5: oo(0,1)  ans8: 1/2  ans10: y = x/2+9  ans6: oo(0,9)",1798450702,0.57,Q. 5
124,"ans1: 2*t/(5*t^4-4*t^3-6*t^2)  ans2: [t=-1,t=0,t=2]  ans_test: true  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -2/3  ans9: y=-(2/3*x+1)  ans5: oo(0,1)  ans8: 1/6  ans10: y=1/6*x+4  ans6: oo(0,4)","ans1: (2*t)/(5*t^4-4*t^3-6*t^2)  ans2: [t = 2,t = -1,t = 0]  ans_test: true  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -(2/3)  ans9: y = 1-(2*x)/3  ans5: oo(0,1)  ans8: 1/6  ans10: y = x/6+4  ans6: oo(0,4)",1708850268,0.57,Q. 6
125,"ans1: x^2+y^2=4  ans2: ""Point""  ans3: ""Circle""  ansa: 2  ansb: -0.5","ans1: y^2+x^2 = 4  ans2: ""Point""  ans3: ""Circle""  ansa: 2  ansb: 0",531212504,0.8,Q. 1
125,"ans1: y=X^2-x  ans2: ""Point""  ans3: ""Parabola""  ans4: (-4,4)  ansa: 0.5  ansb: -2.5  ansc: 0.5","ans1: y = x^2-x  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-1,1)  ansa: 1  ansb: -1  ansc: 0",1529387174,0.4,Q. 2
125,ans1: t/7  ans2: 4*t^2  ans3: 0  ans4: 3*sin(theta)^3,ans1: -(t/7)  ans2: 4*t^2  ans3: 0  ans4: 3*sin(theta)^3,1152945358,0.75,Q. 3
125,ans1: y=32/3*X+116/3,ans1: y = (32*x)/3+116/3,516587959,0.0,Q. 4
125,"ans1: (2*t)/(3*t^2-6*t-4)  ans2: [t=4,t=-1,t=0]  ans_test: true  ans_yn1: true ; ans3: 2  ans4: oo(0,0)  ans7: -2/5  ans9: y=4-2/5*x  ans5: oo(0,4)  ans8: 2/5  ans10: y=2/5*X+16  ans6: oo(0,16)","ans1: (2*t)/(3*t^2-6*t-4)  ans2: [t = 4,t = -1,t = 0]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -(2/5)  ans9: y = 1-(2*x)/5  ans5: oo(0,1)  ans8: 2/5  ans10: y = (2*x)/5+16  ans6: oo(0,16)",636043016,0.57,Q. 5
125,"ans1: (2*t)/(4*t^3-3*t^2-12*t)  ans2: [t=3,t=-2,t=0]  ans_test: false  ans_yn1: true  ans3: 2  ans4: oo(0,0)  ans7: -1  ans9: y=4-x  ans5: oo(0,4)  ans8: 2/15  ans10: y=2/15*X+9  ans6: oo(0,9)","ans1: (2*t)/(4*t^3-3*t^2-12*t)  ans2: [t = 3,t = -2,t = 0]  ans_test: false  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: 1/5  ans9: y = x/5+4  ans5: oo(0,4)  ans8: 2/15  ans10: y = (2*x)/15+9  ans6: oo(0,9)",1585237295,0.71,Q. 6
126,"ans1: x^2+y^2=4  ans2: ""Point""  ans3: ""Circle""  ansa: 2  ansb: 0.5","ans1: y^2+x^2 = 4  ans2: ""Point""  ans3: ""Circle""  ansa: 2  ansb: 0",531212504,0.8,Q. 1
126,"ans1: y=4*x^2+2*x-3  ans2: ""Point""  ans3: ""Parabola""  ans4: (-4,4)  ansa: 5  ansb: -4  ansc: 3","ans1: y = 4*x^2+2*x-3  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-3,3)  ansa: 4  ansb: 2  ansc: -3",906899908,0.6,Q. 2
126,ans1: -t/7  ans2: 5*t^2  ans3: 0  ans4: 4*sin(theta)^4,ans1: t/3  ans2: 5*t^2  ans3: 0  ans4: 4*sin(theta)^4,376268873,0.75,Q. 3
126,"ans1: (2*t)/(4*t^3+3*t^2-4*t)  ans2: [t=1,t=-2,t=0]  ans_test: false  ans_yn1: true ; ans3: 2  ans4: oo(0,0)  ans7: 1/3  ans9: y=x/3+4  ans5: oo(0,4)  ans8: 2/3  ans10: y=(2/3)*x+1  ans6: oo(0,1)","ans1: (2*t)/(4*t^3+3*t^2-4*t)  ans2: [t = 1,t = -2,t = 0]  ans_test: false  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: 1/3  ans9: y = x/3+4  ans5: oo(0,4)  ans8: 2/3  ans10: y = (2*x)/3+1  ans6: oo(0,1)",629339534,0.86,Q. 5
126,"ans1: (2*t)/(5*t^4+4*t^3-6*t^2)  ans2: [t=1,t=-2,t=0]  ans_test: false  ans_yn1: true ; ans3: 2  ans4: oo(0,0)  ans7: -(1/6)  ans9: y=9-(x/6)  ans5: oo(0,9)  ans8: 2/3  ans10: y=2/3*x+1  ans6: oo(0,1)","ans1: (2*t)/(5*t^4+4*t^3-6*t^2)  ans2: [t = 1,t = -2,t = 0]  ans_test: true  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -(1/6)  ans9: y = 4-x/6  ans5: oo(0,4)  ans8: 2/3  ans10: y = (2*x)/3+1  ans6: oo(0,1)",274097765,0.57,Q. 6
127,"ans1: x^2+y^2=9  ans2: ""Point""  ans3: ""Circle""  ansa: 3  ansb: 0.5","ans1: y^2+x^2 = 9  ans2: ""Point""  ans3: ""Circle""  ansa: 3  ansb: 0",706581349,0.8,Q. 1
127,"ans1: y=-4*x^2+2*x-1  ans2: ""Point""  ans3: ""Parabola""  ans4: (1,1)  ansa: -3  ansb: -4.5  ansc: -2.5","ans1: y = -(4*x^2)+2*x-1  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-4,4)  ansa: -4  ansb: 2  ansc: -1",395286532,0.6,Q. 2
127,ans1: t/6  ans2: t^2  ans3: 0  ans4: 5*sin(theta)^2,ans1: t/3  ans2: 4*t^2  ans3: 0  ans4: 5*sin(theta)^2,1938292742,0.5,Q. 3
127,"ans1: 2*t/(3*t^2-4*t-3)  ans2: [t=0,t=3,t=-1]  ans_test: true  ans_yn1: true  ans3: 0  ans4: (0,0)  ans7: -1/2  ans9: y=-1*x/2+1  ans5: (0,1)  ans8: 1/2  ans10: y=1*x/2+9  ans6: (0,9)","ans1: (2*t)/(3*t^2-4*t-3)  ans2: [t = 3,t = -1,t = 0]  ans_test: false  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -(1/2)  ans9: y = 1-x/2  ans5: oo(0,1)  ans8: 1/2  ans10: y = x/2+9  ans6: oo(0,9)",1798450702,0.43,Q. 5
127,"ans1: 2*t/(5*t^4-2*t^2)  ans2: [t=0,t=3]  ans_test: false  ans_yn1: true  ans3: (0,0)  ans4: (0,0)  ans7: -1/27  ans9: y=-1*x/27+3  ans5: (0,3)  ans8: 1/27  ans10: y=1*x/27+9  ans6: (0,9)","ans1: (2*t)/(5*t^4-27*t^2)  ans2: [t = -3,t = 3,t = 0]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -(1/27)  ans9: y = 9-x/27  ans5: oo(0,9)  ans8: 1/27  ans10: y = x/27+9  ans6: oo(0,9)",1047607242,0.29,Q. 6
128,"ans1: x^2+y^2=4  ans2: ""Point""  ans3: ""Circle""  ansa: 2  ansb: -2","ans1: y^2+x^2 = 4  ans2: ""Point""  ans3: ""Circle""  ansa: 2  ansb: 0",920633837,0.8,Q. 1
128,"ans1: y=-5*x^2-5*x  ans2: ""Point""  ans3: ""Parabola""  ans4: [-4,4]  ansa: -1.5  ansb: -2  ansc: -3.5","ans1: y = -(5*x^2)-5*x  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-2,2)  ansa: -5  ansb: -5  ansc: 0",1945367045,0.6,Q. 2
128,ans1: -t/5  ans2: 3*t^2  ans3: cos(theta)^2  ans4: 0,ans1: t/5  ans2: 3*t^2  ans3: cos(theta)^2  ans4: 0,1477329485,0.75,Q. 3
128,"ans1: 2*t/(4*t^3-3*t^2-4*t)  ans2: [t=-1,t=2,t=0]  ans_test: false  ans_yn1: true  ans3: 2  ans4: (0,0)  ans7: 2/3  ans9: 1+2*x/3  ans5: (0,1)  ans8: 1/3  ans10: x/3+9  ans6: (0,9)","ans1: (2*t)/(4*t^3-3*t^2-4*t)  ans2: [t = 2,t = -1,t = 0]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: 2/3  ans9: y = (2*x)/3+1  ans5: oo(0,1)  ans8: 1/3  ans10: y = x/3+4  ans6: oo(0,4)",1500539490,0.43,Q. 5
128,"ans1: 2*t/(4*t^3-8*t)  ans2: [t=-2,t=2,t=0]  ans_test: false  ans_yn1: true  ans3: 2  ans4: (0,0)  ans7: 1/4  ans9: x/4+2  ans5: (0,2)  ans8: 1/4  ans10: x/4+1  ans6: (0,1)","ans1: (2*t)/(4*t^3-8*t)  ans2: [t = -2,t = 2,t = 0]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: 1/4  ans9: y = x/4+4  ans5: oo(0,4)  ans8: 1/4  ans10: y = x/4+4  ans6: oo(0,4)",316266724,0.57,Q. 6
129,"ans1: x^2+y^2=4  ans2: ""Point""  ans3: ""Circle""  ansa: 2  ansb: 0.5","ans1: y^2+x^2 = 4  ans2: ""Point""  ans3: ""Circle""  ansa: 2  ansb: 0",1899506209,0.8,Q. 1
129,"ans1: y=-2*x^2-3*x-2  ans2: ""Point""  ans3: ""Parabola""  ans4: oo(-2,2)  ansa: -2  ansb: -3  ansc: -2","ans1: y = -(2*x^2)-3*x-2  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-2,2)  ansa: -2  ansb: -3  ansc: -2",1600693702,0.8,Q. 2
129,ans1: t/3  ans2: 4*t^2  ans3: 0  ans4: 5*sin(theta)^4,ans1: -(t/3)  ans2: 4*t^2  ans3: 0  ans4: 5*sin(theta)^4,1148967050,0.75,Q. 3
129,"ans1: 2*t/(4*t^3-3*t^2-12*t)  ans2: [t=0,t=-2,t=3]  ans_test: true  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: 1/5  ans9: y=x/5+16  ans5: oo(0,4)  ans8: 2/15  ans10: y=2/15*x+9  ans6: oo(0,9)","ans1: (2*t)/(4*t^3-3*t^2-12*t)  ans2: [t = 3,t = -2,t = 0]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: 1/5  ans9: y = x/5+4  ans5: oo(0,4)  ans8: 2/15  ans10: y = (2*x)/15+9  ans6: oo(0,9)",106184882,0.43,Q. 5
129,"ans1: 2*t/(5*t^4-8*t^3-9*t^2)  ans2: [t=0,t=-1,t=3]  ans_test: false  ans_yn1: true  ans3: 2  ans4: oo(0,0)  ans7: -(1/2)  ans9: y=-(1/2)*x+9  ans5: oo(0,1)  ans8: 1/18  ans10: y=x/18+9  ans6: oo(0,9)","ans1: (2*t)/(5*t^4-8*t^3-9*t^2)  ans2: [t = 3,t = -1,t = 0]  ans_test: false  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -(1/2)  ans9: y = 1-x/2  ans5: oo(0,1)  ans8: 1/18  ans10: y = x/18+9  ans6: oo(0,9)",1965818410,0.57,Q. 6
130,"ans1: -2*x^2-2*x+1  ans2: ""Point""  ans3: ""Parabola""  ans4: oo(0,4)  ansa: -3  ansb: -2.5  ansc: -3","ans1: y = -(2*x^2)-2*x+1  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-1,1)  ansa: -2  ansb: -2  ansc: 1",2135635237,0.4,Q. 2
130,ans1: 4*t^2  ans2: t/6  ans3: 5*cos(theta)^3  ans4: 0,ans1: t/6  ans2: 4*t^2  ans3: 5*cos(theta)^3  ans4: 0,1033302273,0.5,Q. 3
